체장(mm),체중(g),개별 사료 급이량(g),7일 후 체장(mm),7일 후 체중(g)
396.1363636363636,570.7272727272727,30.113636363636363,400.1136363636364,590.7727272727273
396.70454545454544,573.5909090909091,30.170454545454547,400.6818181818182,593.6363636363636
397.27272727272725,576.4545454545455,30.227272727272727,401.25,596.5
397.84090909090907,579.3181818181819,30.28409090909091,401.8181818181818,599.3636363636364
398.40909090909093,582.1818181818181,30.34090909090909,402.3863636363636,602.2272727272727
398.97727272727275,585.0454545454545,30.397727272727273,402.95454545454544,605.0909090909091
399.54545454545456,587.9090909090909,30.454545454545453,403.52272727272725,607.9545454545455
400.1136363636364,590.7727272727273,30.511363636363637,404.09090909090907,610.8181818181819
400.6818181818182,593.6363636363636,30.568181818181817,404.65909090909093,613.6818181818182
401.25,596.5,30.625,405.22727272727275,616.5454545454545
401.8181818181818,599.3636363636364,30.681818181818183,405.79545454545456,619.4090909090909
402.3863636363636,602.2272727272727,30.738636363636363,406.3636363636364,622.2727272727273
402.95454545454544,605.0909090909091,30.795454545454547,406.9318181818182,625.1363636363636
403.52272727272725,607.9545454545455,30.852272727272727,407.5,628.0
