No,양식장,날짜,라벨,라벨2(어장_수조_샘플번호_날짜_길이_무게_사이즈),체장(mm),체중(g),수조번호,사육미수,일일폐사량,사료정보,일일 사료 급이량(KG),투약일자,약품명,투여량(ML 또는 L),투여단위,투여방법,기타사항,검출 병원체
20,IC,220711,IC071104,F02_U01_O0020_D2022-07-11_L360_W550_S3,360,550,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000013
21,IC,220711,IC071105,F02_U01_O0021_D2022-07-11_L325_W385_S2,325,385,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000013
22,IC,220711,IC071106,F02_U01_O0022_D2022-07-11_L300_W318_S2,300,318,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000021
23,IC,220711,IC071107,F02_U01_O0023_D2022-07-11_L310_W300_S2,310,300,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000002
24,IC,220711,IC071108,F02_U01_O0024_D2022-07-11_L305_W370_S2,305,370,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000021
25,IC,220711,IC071109,F02_U01_O0025_D2022-07-11_L345_W415_S2,345,415,해올래3,3330 ,8,생사료(MP),80,,,,,,,00000002
26,HM,220711,HM071101,F03_U01_O0026_D2022-07-11_L230_W143_S1,230,143,A8,6650 ,11,생사료(MP),100,,,,,,,00000013
27,HM,220711,HM071102,F03_U01_O0027_D2022-07-11_L245_W148_S1,245,148,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
28,HM,220711,HM071103,F03_U01_O0028_D2022-07-11_L245_W156_S1,245,156,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
29,HM,220711,HM071104,F03_U01_O0029_D2022-07-11_L265_W186_S1,265,186,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
30,HM,220711,HM071105,F03_U01_O0030_D2022-07-11_L245_W146_S1,245,146,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
31,HM,220711,HM071106,F03_U01_O0031_D2022-07-11_L250_W150_S1,250,150,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
32,HM,220711,HM071107,F03_U01_O0032_D2022-07-11_L255_W190_S1,255,190,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
33,HM,220711,HM071108,F03_U01_O0033_D2022-07-11_L275_W194_S1,275,194,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
34,HM,220711,HM071109,F03_U01_O0034_D2022-07-11_L235_W150_S1,235,150,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
35,HM,220711,HM071110,F03_U01_O0035_D2022-07-11_L265_W178_S1,265,178,A8,6650 ,11,생사료(MP),100,,,,,,,00000017
36,HM,220711,HM071111,F03_U01_O0036_D2022-07-11_L255_W175_S1,255,175,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
37,HM,220711,HM071112,F03_U01_O0037_D2022-07-11_L240_W150_S1,240,150,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
38,HM,220711,HM071113,F03_U01_O0038_D2022-07-11_L230_W122_S1,230,122,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
39,HM,220711,HM071114,F03_U01_O0039_D2022-07-11_L240_W158_S1,240,158,A8,6650 ,11,생사료(MP),100,,,,,,,00000011
40,HM,220711,HM071115,F03_U01_O0040_D2022-07-11_L265_W200_S1,265,200,A8,6650 ,11,생사료(MP),100,,,,,,,00000021
41,IC,220712,IC071201,F02_U01_O0041_D2022-07-12_L345_W480_S2,345,480,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000018
42,IC,220712,IC071202,F02_U01_O0042_D2022-07-12_L310_W302_S2,310,302,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000021
43,IC,220712,IC071203,F02_U01_O0043_D2022-07-12_L350_W498_S2,350,498,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000021
44,IC,220712,IC071204,F02_U01_O0044_D2022-07-12_L320_W364_S2,320,364,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000021
45,IC,220712,IC071205,F02_U01_O0045_D2022-07-12_L310_W337_S2,310,337,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000021
46,IC,220712,IC071206,F02_U01_O0046_D2022-07-12_L420_W910_S3,420,910,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000011
47,IC,220712,IC071207,F02_U01_O0047_D2022-07-12_L350_W450_S2,350,450,해올래18,2160 ,5,생사료(MP),60,,,,,,,00000021
48,HM,220712,HM071201,F03_U01_O0048_D2022-07-12_L255_W173_S1,255,173,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
49,HM,220712,HM071202,F03_U01_O0049_D2022-07-12_L255_W159_S1,255,159,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
50,HM,220712,HM071203,F03_U01_O0050_D2022-07-12_L270_W115_S1,270,115,A1,5250 ,7,생사료(MP),90,,,,,,,00000008
51,HM,220712,HM071204,F03_U01_O0051_D2022-07-12_L265_W200_S1,265,200,A1,5250 ,7,생사료(MP),90,,,,,,,00000817
52,HM,220712,HM071205,F03_U01_O0052_D2022-07-12_L240_W143_S1,240,143,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
53,HM,220712,HM071206,F03_U01_O0053_D2022-07-12_L265_W187_S1,265,187,A1,5250 ,7,생사료(MP),90,,,,,,,00000008
54,HM,220712,HM071207,F03_U01_O0054_D2022-07-12_L290_W246_S1,290,246,A1,5250 ,7,생사료(MP),90,,,,,,,00000008
55,HM,220712,HM071208,F03_U01_O0055_D2022-07-12_L240_W139_S1,240,139,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
56,HM,220712,HM071209,F03_U01_O0056_D2022-07-12_L245_W139_S1,245,139,A1,5250 ,7,생사료(MP),90,,,,,,,00000014
57,HM,220712,HM071210,F03_U01_O0057_D2022-07-12_L245_W138_S1,245,138,A1,5250 ,7,생사료(MP),90,,,,,,,00000008
58,HM,220712,HM071211,F03_U01_O0058_D2022-07-12_L270_W224_S2,270,224,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
59,HM,220712,HM071212,F03_U01_O0059_D2022-07-12_L280_W236_S2,280,236,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
60,HM,220712,HM071213,F03_U01_O0060_D2022-07-12_L260_W207_S2,260,207,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
61,HM,220712,HM071214,F03_U01_O0061_D2022-07-12_L250_W156_S1,250,156,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
62,HM,220712,HM071215,F03_U01_O0062_D2022-07-12_L280_W243_S2,280,243,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
63,HM,220712,HM071216,F03_U01_O0063_D2022-07-12_L255_W165_S1,255,165,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
64,HM,220712,HM071217,F03_U01_O0064_D2022-07-12_L250_W163_S1,250,163,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
65,HM,220712,HM071218,F03_U01_O0065_D2022-07-12_L270_W197_S1,270,197,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
66,HM,220712,HM071219,F03_U01_O0066_D2022-07-12_L270_W192_S1,270,192,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
67,HM,220712,HM071220,F03_U01_O0067_D2022-07-12_L240_W149_S1,240,149,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
68,HM,220712,HM071221,F03_U01_O0068_D2022-07-12_L260_W209_S2,260,209,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
69,HM,220712,HM071222,F03_U01_O0069_D2022-07-12_L255_W163_S1,255,163,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
70,HM,220712,HM071223,F03_U01_O0070_D2022-07-12_L260_W174_S1,260,174,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
71,HM,220712,HM071224,F03_U01_O0071_D2022-07-12_L185_W55_S1,185,55,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
72,HM,220712,HM071225,F03_U01_O0072_D2022-07-12_L260_W188_S1,260,188,A1,5250 ,7,생사료(MP),90,,,,,,,00000021
73,OS,220712,OS071201,F01_U01_O0073_D2022-07-12_L300_W290_S2,300,290,E1,3500 ,1,생사료(MP),100,,,,,,,00061319
74,OS,220712,OS071202,F01_U01_O0074_D2022-07-12_L310_W243_S2,310,243,E2,3500 ,1,생사료(MP),100,,,,,,,00000613
75,OS,220712,OS071203,F01_U01_O0075_D2022-07-12_L405_W697_S3,405,697,E3,3500 ,0,생사료(MP),100,,,,,,,00000613
76,OS,220712,OS071204,F01_U01_O0076_D2022-07-12_L345_W452_S2,345,452,E5,3500 ,0,생사료(MP),100,,,,,,,00000619
77,OS,220712,OS071205,F01_U01_O0077_D2022-07-12_L305_W271_S2,305,271,B1,3500 ,0,생사료(MP),100,,,,,,,00000619
78,OS,220712,OS071206,F01_U01_O0078_D2022-07-12_L320_W426_S2,320,426,B2,3500 ,1,생사료(MP),100,,,,,,,00000611
79,OS,220712,OS071207,F01_U01_O0079_D2022-07-12_L315_W298_S2,315,298,B3,3500 ,1,생사료(MP),100,,,,,,,00000206
80,OS,220712,OS071208,F01_U01_O0080_D2022-07-12_L315_W346_S2,315,346,B4,3500 ,1,생사료(MP),100,,,,,,,00020619
81,OS,220712,OS071209,F01_U01_O0081_D2022-07-12_L310_W344_S2,310,344,F1,3500 ,2,생사료(MP),100,,,,,,,00020611
82,OS,220712,OS071210,F01_U01_O0082_D2022-07-12_L360_W467_S2,360,467,F2,3500 ,1,생사료(MP),100,,,,,,,00000019
83,OS,220712,OS071211,F01_U01_O0083_D2022-07-12_L310_W332_S2,310,332,F3,3500 ,1,생사료(MP),100,,,,,,,00000019
84,OS,220712,OS071212,F01_U01_O0084_D2022-07-12_L295_W240_S2,295,240,F4,3500 ,1,생사료(MP),100,,,,,,,00000219
85,OS,220712,OS071213,F01_U01_O0085_D2022-07-12_L275_W230_S2,275,230,F5,3500 ,1,생사료(MP),100,,,,,,,00000206
86,OS,220712,OS071214,F01_U01_O0086_D2022-07-12_L345_W283_S2,345,283,F6,3500 ,0,생사료(MP),100,,,,,,,00000613
87,OS,220712,OS071215,F01_U01_O0087_D2022-07-12_L360_W379_S2,360,379,F7,3500 ,0,생사료(MP),100,,,,,,,00000613
259,TP,220713,TP071301,F04_U01_O0257_D2022-07-13_L385_W485_S2,385,485,A1,3500 ,1,생사료(MP),80,,,,,,,00000011
260,TP,220713,TP071302,F04_U01_O0258_D2022-07-13_L310_W311_S2,310,311,A2,3500 ,0,생사료(MP),80,,,,,,,00000021
261,TP,220713,TP071303,F04_U01_O0259_D2022-07-13_L335_W430_S2,335,430,A3,3500 ,2,생사료(MP),80,,,,,,,00000019
262,TP,220713,TP071304,F04_U01_O0260_D2022-07-13_L335_W434_S2,335,434,A4,3500 ,3,생사료(MP),80,,,,,,,00000206
263,TP,220713,TP071305,F04_U01_O0261_D2022-07-13_L315_W273_S2,315,273,A5,3500 ,1,생사료(MP),80,,,,,,,00020619
264,TP,220713,TP071306,F04_U01_O0262_D2022-07-13_L340_W369_S2,340,369,B1,3500 ,1,생사료(MP),80,,,,,,,00000206
265,TP,220713,TP071307,F04_U01_O0263_D2022-07-13_L330_W362_S2,330,362,B2,3500 ,2,생사료(MP),80,,,,,,,00000002
266,TP,220713,TP071308,F04_U01_O0264_D2022-07-13_L305_W302_S2,305,302,B3,3500 ,1,생사료(MP),80,,,,,,,00000011
267,TP,220713,TP071309,F04_U01_O0265_D2022-07-13_L335_W363_S2,335,363,B4,3500 ,1,생사료(MP),80,,,,,,,00000021
268,TP,220713,TP071310,F04_U01_O0266_D2022-07-13_L365_W513_S3,365,513,B5,3500 ,1,생사료(MP),80,,,,,,,00000019
269,TP,220713,TP071311,F04_U01_O0267_D2022-07-13_L270_W170_S1,270,170,B6,3500 ,3,생사료(MP),80,,,,,,,00020619
270,TP,220713,TP071312,F04_U01_O0268_D2022-07-13_L365_W543_S3,365,543,C1,3500 ,1,생사료(MP),80,,,,,,,00000019
271,TP,220713,TP071313,F04_U01_O0269_D2022-07-13_L375_W598_S3,375,598,C2,3500 ,1,생사료(MP),80,,,,,,,00000613
272,TP,220713,TP071314,F04_U01_O0270_D2022-07-13_L310_W256_S2,310,256,C3,3500 ,2,생사료(MP),80,,,,,,,00000613
273,TP,220713,TP071315,F04_U01_O0271_D2022-07-13_L340_W325_S2,340,325,C4,3500 ,1,생사료(MP),80,,,,,,,00000206
274,TP,220713,TP071316,F04_U01_O0272_D2022-07-13_L320_W304_S2,320,304,C5,3500 ,1,생사료(MP),80,,,,,,,00020619
275,IC,220713,IC071301,F02_U01_O0273_D2022-07-13_L370_W623_S3,370,623,G6,3110 ,5,생사료(MP),80,,,,,,,00000002
276,IC,220713,IC071302,F02_U01_O0274_D2022-07-13_L285_W280_S2,285,280,G6,3110 ,5,생사료(MP),80,,,,,,,00000021
277,IC,220713,IC071303,F02_U01_O0275_D2022-07-13_L325_W377_S2,325,377,G6,3110 ,5,생사료(MP),80,,,,,,,00000213
278,IC,220713,IC071304,F02_U01_O0276_D2022-07-13_L345_W452_S2,345,452,G6,3110 ,5,생사료(MP),80,,,,,,,00000021
279,IC,220713,IC071305,F02_U01_O0277_D2022-07-13_L350_W519_S3,350,519,G6,3110 ,5,생사료(MP),80,,,,,,,00000021
280,IC,220713,IC071306,F02_U01_O0278_D2022-07-13_L375_W590_S3,375,590,G6,3110 ,5,생사료(MP),80,,,,,,,00000002
281,IC,220713,IC071307,F02_U01_O0279_D2022-07-13_L345_W398_S2,345,398,G6,3110 ,5,생사료(MP),80,,,,,,,00000213
282,IC,220713,IC071308,F02_U01_O0280_D2022-07-13_L335_W336_S2,335,336,G6,3110 ,5,생사료(MP),80,,,,,,,00000213
283,IC,220713,IC071309,F02_U01_O0281_D2022-07-13_L305_W248_S2,305,248,G6,3110 ,5,생사료(MP),80,,,,,,,00000213
284,IC,220713,IC071310,F02_U01_O0282_D2022-07-13_L330_W408_S2,330,408,G6,3110 ,5,생사료(MP),80,,,,,,,00000218
285,HM,220713,HM071301,F03_U01_O0283_D2022-07-13_L280_W247_S2,280,247,A16,6580 ,15,생사료(MP),100,,,,,,,00000017
286,HM,220713,HM071302,F03_U01_O0284_D2022-07-13_L270_W197_S1,270,197,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
287,HM,220713,HM071303,F03_U01_O0285_D2022-07-13_L245_W176_S1,245,176,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
288,HM,220713,HM071304,F03_U01_O0286_D2022-07-13_L240_W138_S1,240,138,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
289,HM,220713,HM071305,F03_U01_O0287_D2022-07-13_L275_W209_S2,275,209,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
290,HM,220713,HM071306,F03_U01_O0288_D2022-07-13_L235_W153_S1,235,153,A16,6580 ,15,생사료(MP),100,,,,,,,00000017
291,HM,220713,HM071307,F03_U01_O0289_D2022-07-13_L260_W185_S1,260,185,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
292,HM,220713,HM071308,F03_U01_O0290_D2022-07-13_L245_W141_S1,245,141,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
293,HM,220713,HM071309,F03_U01_O0291_D2022-07-13_L245_W148_S1,245,148,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
294,HM,220713,HM071310,F03_U01_O0292_D2022-07-13_L240_W134_S1,240,134,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
295,HM,220713,HM071311,F03_U01_O0293_D2022-07-13_L255_W183_S1,255,183,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
296,HM,220713,HM071312,F03_U01_O0294_D2022-07-13_L280_W260_S2,280,260,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
297,HM,220713,HM071313,F03_U01_O0295_D2022-07-13_L265_W189_S1,265,189,A16,6580 ,15,생사료(MP),100,,,,,,,00000013
298,HM,220713,HM071314,F03_U01_O0296_D2022-07-13_L250_W176_S1,250,176,A16,6580 ,15,생사료(MP),100,,,,,,,00000008
299,HM,220713,HM071315,F03_U01_O0297_D2022-07-13_L245_W146_S1,245,146,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
300,HM,220713,HM071316,F03_U01_O0298_D2022-07-13_L275_W232_S2,275,232,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
301,HM,220713,HM071317,F03_U01_O0299_D2022-07-13_L250_W166_S1,250,166,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
302,HM,220713,HM071318,F03_U01_O0300_D2022-07-13_L230_W122_S1,230,122,A16,6580 ,15,생사료(MP),100,,,,,,,00000011
303,HM,220713,HM071319,F03_U01_O0301_D2022-07-13_L260_W197_S1,260,197,A16,6580 ,15,생사료(MP),100,,,,,,,00000008
304,HM,220713,HM071320,F03_U01_O0302_D2022-07-13_L245_W162_S1,245,162,A16,6580 ,15,생사료(MP),100,,,,,,,00000021
305,IC,220714,IC071401,F02_U01_O0303_D2022-07-14_L350_W476_S2,350,476,A4,1320 ,0,생사료(MP),50,,,,,,,00000013
306,IC,220714,IC071402,F02_U01_O0304_D2022-07-14_L300_W367_S2,300,367,A4,1320 ,0,생사료(MP),50,,,,,,,00020813
307,IC,220714,IC071403,F02_U01_O0305_D2022-07-14_L290_W281_S2,290,281,A4,1320 ,0,생사료(MP),50,,,,,,,00000002
308,IC,220714,IC071404,F02_U01_O0306_D2022-07-14_L315_W353_S2,315,353,A4,1320 ,0,생사료(MP),50,,,,,,,00000002
309,IC,220714,IC071405,F02_U01_O0307_D2022-07-14_L350_W503_S3,350,503,A4,1320 ,0,생사료(MP),50,,,,,,,00020813
310,IC,220714,IC071406,F02_U01_O0308_D2022-07-14_L320_W333_S2,320,333,A4,1320 ,0,생사료(MP),50,,,,,,,00000021
311,IC,220714,IC071407,F02_U01_O0309_D2022-07-14_L325_W334_S2,325,334,A4,1320 ,0,생사료(MP),50,,,,,,,00000213
312,IC,220714,IC071408,F02_U01_O0310_D2022-07-14_L295_W251_S2,295,251,A4,1320 ,0,생사료(MP),50,,,,,,,00000002
313,HM,220714,HM071401,F03_U01_O0311_D2022-07-14_L275_W239_S2,275,239,A17,9550 ,27,생사료(MP),130,,,,,,,00000817
314,HM,220714,HM071402,F03_U01_O0312_D2022-07-14_L250_W166_S1,250,166,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
315,HM,220714,HM071403,F03_U01_O0313_D2022-07-14_L235_W139_S1,235,139,A17,9550 ,27,생사료(MP),130,,,,,,,00000817
316,HM,220714,HM071404,F03_U01_O0314_D2022-07-14_L240_W152_S1,240,152,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
317,HM,220714,HM071405,F03_U01_O0315_D2022-07-14_L235_W116_S1,235,116,A17,9550 ,27,생사료(MP),130,,,,,,,00000014
318,HM,220714,HM071406,F03_U01_O0316_D2022-07-14_L295_W232_S2,295,232,A17,9550 ,27,생사료(MP),130,,,,,,,00000017
319,HM,220714,HM071407,F03_U01_O0317_D2022-07-14_L255_W159_S1,255,159,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
320,HM,220714,HM071408,F03_U01_O0318_D2022-07-14_L260_W177_S1,260,177,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
321,HM,220714,HM071409,F03_U01_O0319_D2022-07-14_L255_W153_S1,255,153,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
322,HM,220714,HM071410,F03_U01_O0320_D2022-07-14_L250_W168_S1,250,168,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
323,HM,220714,HM071411,F03_U01_O0321_D2022-07-14_L265_W208_S2,265,208,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
324,HM,220714,HM071412,F03_U01_O0322_D2022-07-14_L255_W166_S1,255,166,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
325,HM,220714,HM071413,F03_U01_O0323_D2022-07-14_L235_W136_S1,235,136,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
326,HM,220714,HM071414,F03_U01_O0324_D2022-07-14_L240_W141_S1,240,141,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
327,HM,220714,HM071415,F03_U01_O0325_D2022-07-14_L215_W105_S1,215,105,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
328,HM,220714,HM071416,F03_U01_O0326_D2022-07-14_L245_W164_S1,245,164,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
329,HM,220714,HM071417,F03_U01_O0327_D2022-07-14_L255_W177_S1,255,177,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
330,HM,220714,HM071418,F03_U01_O0328_D2022-07-14_L275_W222_S2,275,222,A17,9550 ,27,생사료(MP),130,,,,,,,00000017
331,HM,220714,HM071419,F03_U01_O0329_D2022-07-14_L260_W199_S1,260,199,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
332,HM,220714,HM071420,F03_U01_O0330_D2022-07-14_L265_W193_S1,265,193,A17,9550 ,27,생사료(MP),130,,,,,,,00000021
333,TP,220714,TP071401,F04_U01_O0331_D2022-07-14_L335_W366_S2,335,366,A1,3500 ,1,생사료(MP),80,,,,,,,00000219
334,TP,220714,TP071402,F04_U01_O0332_D2022-07-14_L370_W516_S3,370,516,A2,3500 ,0,생사료(MP),80,,,,,,,00020618
335,TP,220714,TP071403,F04_U01_O0333_D2022-07-14_L345_W354_S2,345,354,A3,3500 ,2,생사료(MP),80,,,,,,,00000021
336,TP,220714,TP071404,F04_U01_O0334_D2022-07-14_L305_W337_S2,305,337,A4,3500 ,3,생사료(MP),80,,,,,,,00000017
337,TP,220714,TP071405,F04_U01_O0335_D2022-07-14_L345_W416_S2,345,416,A5,3500 ,1,생사료(MP),80,,,,,,,00000017
338,TP,220714,TP071406,F04_U01_O0336_D2022-07-14_L355_W464_S2,355,464,B1,3500 ,1,생사료(MP),80,,,,,,,00000002
339,TP,220714,TP071407,F04_U01_O0337_D2022-07-14_L290_W217_S2,290,217,B2,3500 ,2,생사료(MP),80,,,,,,,00020619
340,TP,220714,TP071408,F04_U01_O0338_D2022-07-14_L320_W301_S2,320,301,B3,3500 ,1,생사료(MP),80,,,,,,,00000206
341,TP,220714,TP071409,F04_U01_O0339_D2022-07-14_L350_W344_S2,350,344,B4,3500 ,1,생사료(MP),80,,,,,,,00020618
342,TP,220714,TP071410,F04_U01_O0340_D2022-07-14_L280_W180_S1,280,180,B5,3500 ,1,생사료(MP),80,,,,,,,00000021
343,TP,220714,TP071411,F04_U01_O0341_D2022-07-14_L305_W312_S2,305,312,B6,3500 ,3,생사료(MP),80,,,,,,,00000019
344,TP,220714,TP071412,F04_U01_O0342_D2022-07-14_L325_W196_S1,325,196,C1,3500 ,3,생사료(MP),80,,,,,,,00000218
345,TP,220714,TP071413,F04_U01_O0343_D2022-07-14_L330_W281_S2,330,281,C2,3500 ,2,생사료(MP),80,,,,,,,00000002
346,TP,220714,TP071414,F04_U01_O0344_D2022-07-14_L310_W218_S2,310,218,C3,3500 ,1,생사료(MP),80,,,,,,,00000021
347,TP,220714,TP071415,F04_U01_O0345_D2022-07-14_L315_W289_S2,315,289,C4,3500 ,1,생사료(MP),80,,,,,,,00000219
348,TP,220714,TP071416,F04_U01_O0346_D2022-07-14_L245_W155_S1,245,155,C5,3500 ,1,생사료(MP),80,,,,,,,00000021
349,HM,220718,HM071801,F03_U01_O0349_D2022-07-18_L260_W176_S1,260,176,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
350,HM,220718,HM071802,F03_U01_O0350_D2022-07-18_L270_W203_S2,270,203,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
351,HM,220718,HM071803,F03_U01_O0351_D2022-07-18_L245_W134_S1,245,134,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
352,HM,220718,HM071804,F03_U01_O0352_D2022-07-18_L270_W188_S1,270,188,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
353,HM,220718,HM071805,F03_U01_O0353_D2022-07-18_L260_W192_S1,260,192,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
354,HM,220718,HM071806,F03_U01_O0354_D2022-07-18_L260_W193_S1,260,193,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
355,HM,220718,HM071807,F03_U01_O0355_D2022-07-18_L265_W172_S1,265,172,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
356,HM,220718,HM071808,F03_U01_O0356_D2022-07-18_L265_W189_S1,265,189,A2,7150 ,14,생사료(MP),100,,,,,,,00000017
357,HM,220718,HM071809,F03_U01_O0357_D2022-07-18_L265_W186_S1,265,186,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
358,HM,220718,HM071810,F03_U01_O0358_D2022-07-18_L295_W286_S2,295,286,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
359,HM,220718,HM071811,F03_U01_O0359_D2022-07-18_L265_W189_S1,265,189,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
360,HM,220718,HM071812,F03_U01_O0360_D2022-07-18_L235_W116_S1,235,116,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
361,HM,220718,HM071813,F03_U01_O0361_D2022-07-18_L210_W137_S1,210,137,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
362,HM,220718,HM071814,F03_U01_O0362_D2022-07-18_L245_W158_S1,245,158,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
363,HM,220718,HM071815,F03_U01_O0363_D2022-07-18_L250_W163_S1,250,163,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
364,HM,220718,HM071816,F03_U01_O0364_D2022-07-18_L260_W181_S1,260,181,A2,7150 ,14,생사료(MP),100,,,,,,,00000017
365,HM,220718,HM071817,F03_U01_O0365_D2022-07-18_L245_W140_S1,245,140,A2,7150 ,14,생사료(MP),100,,,,,,,00000017
366,HM,220718,HM071818,F03_U01_O0366_D2022-07-18_L240_W145_S1,240,145,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
367,HM,220718,HM071819,F03_U01_O0367_D2022-07-18_L245_W129_S1,245,129,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
368,HM,220718,HM071820,F03_U01_O0368_D2022-07-18_L255_W177_S1,255,177,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
369,HM,220718,HM071821,F03_U01_O0369_D2022-07-18_L240_W139_S1,240,139,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
370,HM,220718,HM071822,F03_U01_O0370_D2022-07-18_L230_W125_S1,230,125,A2,7150 ,14,생사료(MP),100,,,,,,,00000021
371,HM,220718,HM071823,F03_U01_O0371_D2022-07-18_L235_W130_S1,235,130,A2,7150 ,14,생사료(MP),100,,,,,,,00000811
372,HM,220718,HM071824,F03_U01_O0372_D2022-07-18_L255_W167_S1,255,167,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
373,HM,220718,HM071825,F03_U01_O0373_D2022-07-18_L240_W146_S1,240,146,A2,7150 ,14,생사료(MP),100,,,,,,,00000011
374,HM,220718,HM071826,F03_U01_O0374_D2022-07-18_L250_W175_S1,250,175,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
375,HM,220718,HM071827,F03_U01_O0375_D2022-07-18_L265_W231_S2,265,231,A2,7150 ,14,생사료(MP),100,,,,,,,00000008
376,OS,220718,OS071801,F01_U01_O0376_D2022-07-18_L370_W532_S2,370,532,E1,3500 ,3,생사료(MP),100,,,,,,,00000006
377,OS,220718,OS071802,F01_U01_O0377_D2022-07-18_L310_W284_S2,310,284,E2,3500 ,1,생사료(MP),100,,,,,,,00000611
378,OS,220718,OS071803,F01_U01_O0378_D2022-07-18_L355_W420_S2,355,420,E3,3500 ,0,생사료(MP),100,,,,,,,00000206
379,OS,220718,OS071804,F01_U01_O0379_D2022-07-18_L315_W294_S2,315,294,E5,3500 ,3,생사료(MP),100,,,,,,,00000611
